EmployeeNumber,set,Attrition,Department,JobRole,OverTime,MonthlyIncome,Age,YearsAtCompany,JobSatisfaction,risk_score,risk_decile,top_shap_driver
1762,train,No,Research & Development,Research Scientist,No,2109,29,1,1,0.4882,8,MonthlyIncome
1763,train,No,Research & Development,Healthcare Representative,No,5294,30,7,3,0.3127,1,StockOptionLevel
1764,train,No,Research & Development,Research Scientist,No,2718,32,7,2,0.4666,8,OverTime
1766,train,No,Research & Development,Healthcare Representative,Yes,5811,38,1,4,0.4129,6,MonthlyIncome
1767,train,Yes,Research & Development,Research Scientist,Yes,2437,43,1,3,0.6407,10,Age
1768,train,No,Research & Development,Laboratory Technician,No,2766,42,5,2,0.4121,6,Age
1770,train,No,Research & Development,Research Director,No,19038,55,1,1,0.3234,1,Age
1771,train,No,Research & Development,Research Scientist,No,3055,33,9,2,0.3483,3,StockOptionLevel
1772,train,No,Research & Development,Laboratory Technician,No,2289,41,5,1,0.3434,2,OverTime
1774,train,No,Sales,Sales Executive,Yes,4001,34,15,3,0.3643,4,OverTime
1775,train,No,Research & Development,Manufacturing Director,Yes,12965,53,3,3,0.3865,5,MonthlyIncome
1778,train,No,Human Resources,Human Resources,No,3539,43,9,4,0.3566,3,Age
1779,train,No,Sales,Sales Executive,No,6029,34,2,4,0.3847,5,Age
1780,train,Yes,Sales,Sales Representative,No,2679,21,1,2,0.5922,10,Age
1782,train,No,Research & Development,Laboratory Technician,No,3702,38,5,3,0.3298,2,Age
1783,train,Yes,Research & Development,Laboratory Technician,Yes,2398,22,1,1,0.7042,10,OverTime
1784,train,No,Sales,Sales Executive,No,5468,31,12,4,0.382,5,StockOptionLevel
1786,train,No,Research & Development,Manager,No,13116,51,2,3,0.3727,4,Age
1787,test,No,Sales,Sales Executive,No,4189,37,5,2,0.3372,2,StockOptionLevel
1789,train,No,Research & Development,Research Director,Yes,19328,46,2,4,0.3332,2,MonthlyIncome
1790,test,No,Research & Development,Healthcare Representative,Yes,8321,36,12,1,0.4445,7,OverTime
1792,train,Yes,Research & Development,Research Scientist,Yes,2342,44,5,2,0.617,10,MonthlyIncome
1794,train,No,Human Resources,Human Resources,No,4071,37,10,2,0.36,3,Age
1797,train,Yes,Sales,Sales Executive,Yes,5813,35,10,4,0.522,9,OverTime
1798,train,No,Research & Development,Research Scientist,No,3143,33,10,1,0.3696,4,OverTime
1799,test,No,Research & Development,Research Scientist,No,2044,28,5,4,0.3629,4,OverTime
1800,train,No,Research & Development,Research Director,No,13464,39,4,3,0.3683,4,Age
1801,test,No,Sales,Sales Executive,No,7991,46,2,2,0.4494,7,Age
1802,train,No,Research & Development,Laboratory Technician,No,3377,40,4,1,0.3242,1,Age
1803,train,No,Research & Development,Healthcare Representative,No,5538,42,0,1,0.345,2,Age
1804,test,No,Research & Development,Manufacturing Director,No,5762,35,7,4,0.3134,1,StockOptionLevel
1805,train,No,Human Resources,Human Resources,No,2592,38,11,2,0.392,5,OverTime
1807,train,Yes,Research & Development,Laboratory Technician,No,5346,34,7,1,0.3208,1,MonthlyIncome
1809,train,Yes,Research & Development,Manufacturing Director,No,4213,37,10,1,0.4332,7,WorkLifeBalance
1812,train,No,Sales,Sales Executive,No,4127,39,2,4,0.3308,2,Age
1813,train,No,Research & Development,Research Scientist,No,2438,43,3,3,0.4228,7,Age
1814,train,No,Research & Development,Healthcare Representative,No,6870,41,3,2,0.3776,4,Age
1815,train,No,Sales,Sales Executive,Yes,10447,41,22,3,0.392,5,OverTime
1816,train,No,Research & Development,Manufacturing Director,No,9667,30,7,3,0.4624,7,Age
1818,test,Yes,Human Resources,Human Resources,Yes,2148,26,5,2,0.62,10,OverTime
1821,train,Yes,Research & Development,Healthcare Representative,No,8926,46,9,2,0.4028,6,OverTime
1822,train,No,Research & Development,Healthcare Representative,No,6513,40,5,4,0.2908,1,StockOptionLevel
1823,test,No,Sales,Sales Executive,No,6799,34,10,3,0.3287,1,OverTime
1824,train,No,Sales,Manager,No,16291,58,16,2,0.3463,3,MonthlyIncome
1826,train,No,Research & Development,Laboratory Technician,No,2705,35,5,3,0.3462,3,OverTime
1827,train,No,Research & Development,Manufacturing Director,Yes,10333,47,22,2,0.3753,4,OverTime
1829,train,No,Research & Development,Healthcare Representative,No,4448,40,7,1,0.3172,1,OverTime
1830,train,No,Research & Development,Research Scientist,No,6854,54,7,4,0.3409,2,StockOptionLevel
1833,train,No,Sales,Sales Executive,No,9637,31,3,1,0.3671,4,StockOptionLevel
1834,train,No,Research & Development,Research Scientist,No,3591,28,3,1,0.3627,4,StockOptionLevel
1835,train,No,Sales,Sales Representative,Yes,5405,38,4,4,0.3493,3,StockOptionLevel
1836,train,No,Sales,Sales Executive,No,4684,26,5,4,0.4593,7,StockOptionLevel
1837,train,No,Research & Development,Research Director,Yes,15787,58,2,3,0.5044,8,OverTime
1839,test,No,Research & Development,Research Scientist,No,1514,18,0,3,0.6419,10,MonthlyIncome
1842,test,Yes,Human Resources,Human Resources,No,2956,31,1,1,0.5029,8,Age
1844,train,Yes,Human Resources,Human Resources,Yes,2335,29,2,1,0.7265,10,MonthlyIncome
1845,train,No,Sales,Sales Executive,No,5154,45,8,3,0.3117,1,StockOptionLevel
1847,train,No,Research & Development,Research Scientist,Yes,6962,36,1,2,0.4293,7,OverTime
1849,train,No,Sales,Sales Executive,No,5675,43,7,4,0.3353,2,StockOptionLevel
1850,train,No,Research & Development,Laboratory Technician,Yes,2379,27,5,4,0.5554,9,JobLevel
1852,train,No,Research & Development,Laboratory Technician,No,3812,29,11,4,0.45,7,Age
1853,train,No,Sales,Sales Executive,No,4648,32,0,4,0.5393,9,StockOptionLevel
1854,test,No,Research & Development,Research Scientist,No,2936,42,6,3,0.3269,1,Age
1856,train,No,Research & Development,Laboratory Technician,No,2105,47,2,3,0.4976,8,Age
1857,train,No,Research & Development,Manufacturing Director,No,8578,46,9,4,0.3394,2,StockOptionLevel
1858,train,No,Human Resources,Human Resources,No,2706,28,3,4,0.3924,5,OverTime
1859,train,No,Research & Development,Healthcare Representative,No,6384,29,7,3,0.3592,3,StockOptionLevel
1860,train,No,Research & Development,Laboratory Technician,No,3968,42,0,3,0.3784,5,Age
1862,train,Yes,Sales,Sales Executive,Yes,9907,32,2,2,0.6373,10,StockOptionLevel
1863,train,No,Sales,Sales Executive,No,13225,46,19,1,0.357,3,StockOptionLevel
1864,train,No,Sales,Sales Representative,No,3540,27,9,3,0.3723,4,StockOptionLevel
1865,train,No,Human Resources,Human Resources,No,2804,29,1,2,0.501,8,OverTime
1866,train,No,Research & Development,Manager,No,19392,43,16,3,0.3585,3,Age
1867,test,No,Research & Development,Research Director,No,19665,48,22,2,0.3727,4,Age
1868,train,Yes,Research & Development,Research Scientist,Yes,2439,29,1,4,0.7307,10,JobLevel
1869,train,Yes,Sales,Sales Executive,No,7314,46,8,2,0.4255,7,OverTime
1870,train,No,Research & Development,Research Scientist,No,4774,27,7,1,0.3635,4,StockOptionLevel
1871,train,No,Research & Development,Research Scientist,No,3902,39,2,4,0.3331,2,Age
1873,train,No,Research & Development,Research Scientist,No,2662,55,5,4,0.4106,6,OverTime
1875,train,No,Sales,Sales Representative,No,2856,28,1,2,0.4632,7,OverTime
1876,train,Yes,Sales,Sales Representative,No,1081,30,1,4,0.6855,10,MonthlyIncome
1878,train,Yes,Research & Development,Research Scientist,Yes,2472,22,1,2,0.7036,10,OverTime
1880,train,No,Sales,Sales Executive,Yes,5673,36,10,3,0.4449,7,OverTime
1881,train,No,Research & Development,Laboratory Technician,No,4197,31,10,3,0.3605,3,StockOptionLevel
1882,train,No,Sales,Sales Executive,Yes,9713,34,5,4,0.487,8,OverTime
1883,train,No,Research & Development,Laboratory Technician,No,2062,29,3,1,0.516,9,Age
1885,train,No,Research & Development,Research Scientist,Yes,4284,37,5,1,0.385,5,OverTime
1886,test,No,Research & Development,Manufacturing Director,Yes,4788,35,3,2,0.3986,6,OverTime
1888,train,No,Research & Development,Manufacturing Director,No,5906,45,9,4,0.3636,4,MonthlyIncome
1890,test,No,Human Resources,Human Resources,No,3886,36,10,4,0.4103,6,Age
1892,test,No,Research & Development,Manager,No,16823,40,19,1,0.3413,2,StockOptionLevel
1893,train,No,Research & Development,Research Scientist,Yes,2933,26,1,3,0.5875,10,OverTime
1898,train,No,Sales,Sales Executive,No,6500,27,8,3,0.4171,6,StockOptionLevel
1900,train,No,Research & Development,Manager,No,17174,48,22,4,0.3431,2,MonthlyIncome
1903,train,No,Research & Development,Healthcare Representative,No,5033,44,2,1,0.3172,1,StockOptionLevel
1905,train,Yes,Research & Development,Research Scientist,Yes,2307,34,5,1,0.7002,10,OverTime
1907,train,Yes,Research & Development,Laboratory Technician,No,2587,56,4,4,0.554,9,YearsWithCurrManager
1908,train,No,Sales,Sales Executive,No,5507,36,4,2,0.3848,5,StockOptionLevel
1909,train,No,Sales,Sales Executive,No,4393,41,5,2,0.3523,3,StockOptionLevel
1911,test,No,Research & Development,Research Director,No,13348,42,13,1,0.341,2,Age
1912,train,No,Sales,Sales Executive,Yes,6583,31,5,4,0.3608,4,StockOptionLevel
1915,train,No,Sales,Sales Executive,Yes,8103,34,4,4,0.5177,9,OverTime
1916,train,No,Research & Development,Laboratory Technician,No,3978,31,2,3,0.4876,8,NumCompaniesWorked
1918,train,No,Research & Development,Laboratory Technician,No,2544,26,7,4,0.3969,6,JobLevel
1922,train,No,Research & Development,Healthcare Representative,No,5399,45,4,3,0.3954,5,Age
1924,train,No,Sales,Sales Executive,No,5487,33,10,3,0.4636,7,StockOptionLevel
1927,train,No,Sales,Sales Executive,Yes,6834,28,7,4,0.4082,6,StockOptionLevel
1928,train,Yes,Sales,Sales Representative,No,1091,29,1,1,0.6647,10,YearsWithCurrManager
1929,train,No,Sales,Sales Executive,No,5736,39,3,3,0.3795,5,OverTime
1931,test,No,Research & Development,Research Scientist,No,2226,27,5,2,0.4194,6,MonthlyIncome
1932,train,No,Research & Development,Research Scientist,Yes,5747,34,15,4,0.4155,6,OverTime
1933,train,Yes,Sales,Sales Executive,Yes,9854,28,2,3,0.6155,10,StockOptionLevel
1934,train,No,Research & Development,Research Scientist,No,5467,47,8,2,0.346,3,StockOptionLevel
1935,train,No,Sales,Sales Executive,No,5380,56,0,1,0.3358,2,StockOptionLevel
1936,train,No,Research & Development,Manufacturing Director,No,5151,39,10,1,0.331,2,StockOptionLevel
1937,train,No,Research & Development,Research Scientist,Yes,2133,38,20,2,0.4208,6,MonthlyIncome
1938,train,No,Sales,Manager,Yes,17875,58,1,4,0.3552,3,Age
1939,test,Yes,Research & Development,Research Scientist,Yes,2432,32,4,3,0.6435,10,OverTime
1940,train,No,Research & Development,Research Scientist,No,4771,38,5,4,0.304,1,Age
1941,train,No,Research & Development,Research Director,No,19161,49,5,4,0.3776,4,Age
1943,train,No,Sales,Sales Executive,Yes,5087,42,0,4,0.3596,3,Age
1944,test,Yes,Human Resources,Human Resources,No,2863,27,1,2,0.5873,10,Age
1945,train,No,Sales,Sales Executive,No,5561,35,5,1,0.3849,5,OverTime
1947,train,No,Research & Development,Research Scientist,No,2144,28,5,3,0.4943,8,MonthlyIncome
1948,train,No,Research & Development,Research Scientist,Yes,3065,31,4,1,0.4936,8,OverTime
1949,train,No,Research & Development,Laboratory Technician,No,2810,36,5,2,0.3841,5,OverTime
1950,train,No,Sales,Sales Executive,No,9888,34,14,4,0.4043,6,OverTime
1951,train,No,Sales,Sales Executive,No,8628,34,8,3,0.3686,4,StockOptionLevel
1952,train,No,Research & Development,Laboratory Technician,No,2867,26,7,1,0.4842,8,Age
1954,train,No,Research & Development,Healthcare Representative,No,5373,29,5,1,0.3388,2,StockOptionLevel
1955,train,No,Research & Development,Healthcare Representative,No,6667,32,5,4,0.3228,1,StockOptionLevel
1956,train,No,Research & Development,Research Scientist,No,5003,31,10,1,0.459,7,StockOptionLevel
1960,train,Yes,Research & Development,Laboratory Technician,No,2367,28,4,4,0.5761,9,MonthlyIncome
1961,train,No,Sales,Sales Representative,No,2858,38,1,1,0.4799,8,Age
1962,train,No,Sales,Sales Executive,Yes,5204,35,10,4,0.4862,8,OverTime
1965,train,No,Sales,Sales Executive,No,4105,27,7,4,0.441,7,StockOptionLevel
1966,train,No,Research & Development,Manufacturing Director,No,9679,32,1,4,0.4993,8,Age
1967,train,Yes,Sales,Sales Executive,Yes,5617,31,10,4,0.6093,10,OverTime
1968,train,Yes,Sales,Sales Executive,Yes,10448,53,2,1,0.6471,10,OverTime
1969,train,No,Research & Development,Research Scientist,No,2897,54,4,3,0.366,4,OverTime
1970,train,No,Research & Development,Healthcare Representative,No,5968,33,9,3,0.3022,1,StockOptionLevel
1971,train,No,Research & Development,Healthcare Representative,No,7510,43,10,3,0.3434,2,OverTime
1972,train,No,Human Resources,Human Resources,Yes,2991,38,6,2,0.458,7,OverTime
1973,train,No,Human Resources,Manager,Yes,19636,55,10,2,0.3922,5,OverTime
1974,train,No,Research & Development,Laboratory Technician,Yes,1129,31,1,4,0.6291,10,MonthlyIncome
1975,train,No,Sales,Sales Executive,No,13341,39,20,1,0.3852,5,OverTime
1976,train,No,Research & Development,Research Scientist,No,4332,42,20,3,0.3483,3,Age
1979,train,No,Research & Development,Research Director,No,11031,31,11,3,0.331,2,StockOptionLevel
1980,train,No,Research & Development,Manufacturing Director,Yes,4440,54,5,1,0.4079,6,Age
1981,train,No,Research & Development,Healthcare Representative,No,4617,24,4,3,0.4476,7,StockOptionLevel
1982,train,No,Research & Development,Laboratory Technician,No,2647,23,5,4,0.5098,8,Age
1985,test,No,Research & Development,Laboratory Technician,No,6323,40,10,3,0.3382,2,Age
1986,train,No,Sales,Sales Executive,No,5677,40,11,2,0.3117,1,OverTime
1987,train,No,Human Resources,Human Resources,No,2187,25,2,2,0.476,8,OverTime
1989,train,No,Research & Development,Laboratory Technician,No,3748,30,12,2,0.4313,7,Age
1992,train,No,Research & Development,Laboratory Technician,Yes,3977,25,2,3,0.492,8,MonthlyIncome
1993,train,No,Research & Development,Healthcare Representative,No,8633,47,17,3,0.419,6,OverTime
1994,train,No,Research & Development,Laboratory Technician,No,2008,33,1,3,0.5475,9,MonthlyIncome
1995,train,No,Sales,Sales Executive,No,4440,38,15,2,0.3086,1,StockOptionLevel
1996,test,No,Sales,Sales Representative,No,3067,31,2,3,0.4118,6,OverTime
1997,train,No,Research & Development,Manufacturing Director,No,5321,38,8,3,0.3489,3,Age
1998,train,No,Research & Development,Research Scientist,Yes,5410,42,4,1,0.4026,6,OverTime
1999,test,No,Research & Development,Research Scientist,No,2782,41,5,4,0.3598,3,OverTime
2000,train,No,Research & Development,Research Director,No,11957,47,13,2,0.359,3,StockOptionLevel
2003,train,No,Research & Development,Laboratory Technician,Yes,2660,35,2,3,0.5271,9,OverTime
2007,train,No,Research & Development,Research Scientist,No,3375,22,3,3,0.4869,8,Age
2008,test,No,Research & Development,Research Scientist,No,5098,35,10,3,0.3885,5,StockOptionLevel
2009,train,No,Research & Development,Healthcare Representative,Yes,4878,33,9,4,0.3716,4,StockOptionLevel
2010,train,No,Research & Development,Laboratory Technician,No,2837,32,6,2,0.5152,8,Age
2012,train,No,Research & Development,Laboratory Technician,No,2406,40,1,4,0.4771,8,Age
2013,test,No,Sales,Sales Representative,No,2269,32,2,2,0.4325,7,OverTime
2014,train,No,Research & Development,Research Scientist,No,4108,39,7,4,0.3795,5,Age
2015,train,No,Research & Development,Research Director,No,13206,38,18,3,0.3236,1,MonthlyIncome
2016,train,No,Sales,Sales Executive,No,10422,32,14,4,0.3372,2,StockOptionLevel
2017,train,No,Research & Development,Research Director,Yes,13744,37,16,4,0.3076,1,MonthlyIncome
2018,train,No,Sales,Sales Executive,Yes,4907,25,5,3,0.3835,5,StockOptionLevel
2019,train,No,Sales,Sales Representative,No,3482,52,9,4,0.33,2,Age
2020,train,No,Research & Development,Research Scientist,Yes,2436,44,4,4,0.5217,9,Age
2021,train,No,Sales,Sales Representative,Yes,2380,21,2,1,0.6584,10,MonthlyIncome
2022,train,No,Research & Development,Manager,No,19431,39,6,4,0.3312,2,Age
2023,train,Yes,Sales,Sales Representative,No,1790,23,1,1,0.6276,10,MonthlyIncome
2024,train,No,Sales,Sales Executive,No,7644,36,9,4,0.3528,3,OverTime
2025,train,No,Research & Development,Manufacturing Director,No,5131,36,4,2,0.3379,2,Age
2026,train,No,Research & Development,Healthcare Representative,No,6306,56,13,3,0.3104,1,StockOptionLevel
2027,test,Yes,Research & Development,Research Scientist,Yes,4787,29,2,4,0.555,9,MonthlyIncome
2031,train,No,Research & Development,Manager,No,18880,42,22,3,0.3679,4,Age
2032,train,Yes,Research & Development,Laboratory Technician,No,2339,56,10,3,0.5602,9,MonthlyIncome
2034,train,No,Research & Development,Manufacturing Director,No,13570,41,20,2,0.3425,2,StockOptionLevel
2035,test,No,Sales,Sales Executive,No,6712,34,8,3,0.3661,4,OverTime
2036,train,No,Sales,Sales Executive,No,5406,36,15,4,0.3367,2,StockOptionLevel
2037,train,No,Sales,Sales Executive,No,8938,41,5,2,0.3498,3,StockOptionLevel
2038,test,No,Research & Development,Research Scientist,No,2439,32,4,1,0.501,8,OverTime
2040,train,No,Human Resources,Human Resources,Yes,8837,35,9,4,0.4194,6,OverTime
2041,test,No,Sales,Sales Executive,No,5343,38,10,4,0.3234,1,OverTime
2044,train,Yes,Sales,Sales Executive,No,6728,50,6,3,0.4172,6,NumCompaniesWorked
2045,train,No,Sales,Sales Executive,No,6652,36,6,4,0.3923,5,YearsWithCurrManager
2046,train,No,Sales,Sales Executive,No,4850,45,5,3,0.4233,7,Age
2048,train,No,Research & Development,Research Scientist,No,2809,40,2,3,0.3979,6,Age
2049,test,No,Research & Development,Healthcare Representative,Yes,5689,35,10,3,0.4124,6,OverTime
2051,train,No,Research & Development,Research Scientist,No,2001,40,5,3,0.3123,1,OverTime
2052,train,No,Research & Development,Research Scientist,No,2977,35,4,4,0.3127,1,OverTime
2053,train,No,Research & Development,Laboratory Technician,Yes,4025,29,4,2,0.3714,4,StockOptionLevel
2054,train,No,Research & Development,Research Scientist,No,3785,29,5,1,0.532,9,Age
2055,test,Yes,Sales,Sales Executive,Yes,10854,50,3,1,0.4166,6,Age
2056,train,No,Sales,Sales Executive,No,12031,39,20,4,0.3973,6,Age
2057,train,No,Research & Development,Manufacturing Director,No,9936,31,9,1,0.4468,7,StockOptionLevel
2060,train,No,Sales,Sales Representative,No,2966,26,4,3,0.5679,9,Age
2061,train,No,Research & Development,Laboratory Technician,No,2571,36,5,4,0.317,1,Age
2062,train,No,Research & Development,Healthcare Representative,No,9991,39,7,1,0.3426,2,StockOptionLevel
2064,train,No,Research & Development,Manufacturing Director,Yes,6142,27,6,2,0.3637,4,StockOptionLevel
2065,train,No,Sales,Sales Executive,No,5390,49,9,2,0.4346,7,StockOptionLevel
2068,train,No,Research & Development,Laboratory Technician,No,4404,34,4,3,0.3475,3,Age
